time,power
Sun 30 Apr 2020 15:32:00 GMT,3.515223
Sun 30 Apr 2020 15:36:00 GMT,3.618284
Sun 30 Apr 2020 15:40:00 GMT,3.769984
Sun 30 Apr 2020 15:44:00 GMT,3.606397
Sun 30 Apr 2020 15:48:00 GMT,2.88785
Sun 30 Apr 2020 15:52:00 GMT,3.504317
Sun 30 Apr 2020 15:56:00 GMT,2.718026
Sun 30 Apr 2020 16:00:00 GMT,3.632282
Sun 30 Apr 2020 16:04:00 GMT,3.789149
Sun 30 Apr 2020 16:08:00 GMT,2.981676
Sun 30 Apr 2020 16:12:00 GMT,3.667865
Sun 30 Apr 2020 16:16:00 GMT,3.590268
Sun 30 Apr 2020 16:20:00 GMT,3.523243
Sun 30 Apr 2020 16:24:00 GMT,3.464117
Sun 30 Apr 2020 16:28:00 GMT,2.842568
Sun 30 Apr 2020 16:32:00 GMT,3.49218
Sun 30 Apr 2020 16:36:00 GMT,2.75435
Sun 30 Apr 2020 16:40:00 GMT,3.533934
Sun 30 Apr 2020 16:44:00 GMT,3.527031
Sun 30 Apr 2020 16:48:00 GMT,2.828876
Sun 30 Apr 2020 16:52:00 GMT,2.744469
Sun 30 Apr 2020 16:56:00 GMT,2.679745
Sun 30 Apr 2020 17:00:00 GMT,2.725304
Sun 30 Apr 2020 17:04:00 GMT,3.477003
Sun 30 Apr 2020 17:08:00 GMT,3.099291
Sun 30 Apr 2020 17:12:00 GMT,3.275908
Sun 30 Apr 2020 17:16:00 GMT,3.098807
Sun 30 Apr 2020 17:20:00 GMT,3.038635
Sun 30 Apr 2020 17:24:00 GMT,2.949909
Sun 30 Apr 2020 17:28:00 GMT,3.036472
Sun 30 Apr 2020 17:32:00 GMT,2.922913
Sun 30 Apr 2020 17:36:00 GMT,3.065588
Sun 30 Apr 2020 17:40:00 GMT,3.333529
Sun 30 Apr 2020 17:44:00 GMT,2.825514
Sun 30 Apr 2020 17:48:00 GMT,2.751361
Sun 30 Apr 2020 17:52:00 GMT,2.752185
Sun 30 Apr 2020 17:56:00 GMT,3.494873
Sun 30 Apr 2020 18:00:00 GMT,3.554175
Sun 30 Apr 2020 18:04:00 GMT,3.806446
Sun 30 Apr 2020 18:08:00 GMT,3.856285
Sun 30 Apr 2020 18:12:00 GMT,3.219547
Sun 30 Apr 2020 18:16:00 GMT,3.169655
Sun 30 Apr 2020 18:20:00 GMT,2.886663
Sun 30 Apr 2020 18:24:00 GMT,3.731207
Sun 30 Apr 2020 18:28:00 GMT,3.477511
Sun 30 Apr 2020 18:32:00 GMT,3.119601
Sun 30 Apr 2020 18:36:00 GMT,3.79201
Sun 30 Apr 2020 18:40:00 GMT,3.054609
Sun 30 Apr 2020 18:44:00 GMT,3.394031
Sun 30 Apr 2020 18:48:00 GMT,3.338074
Sun 30 Apr 2020 18:52:00 GMT,3.464875
Sun 30 Apr 2020 18:56:00 GMT,3.760686
Sun 30 Apr 2020 19:00:00 GMT,3.118449
Sun 30 Apr 2020 19:04:00 GMT,3.270927
Sun 30 Apr 2020 19:08:00 GMT,3.689632
Sun 30 Apr 2020 19:12:00 GMT,3.362724
Sun 30 Apr 2020 19:16:00 GMT,3.714174
Sun 30 Apr 2020 19:20:00 GMT,3.738539
Sun 30 Apr 2020 19:24:00 GMT,3.929511
Sun 30 Apr 2020 19:28:00 GMT,3.901522
Sun 30 Apr 2020 19:32:00 GMT,3.168961
Sun 30 Apr 2020 19:36:00 GMT,3.918183
Sun 30 Apr 2020 19:40:00 GMT,3.155091
Sun 30 Apr 2020 19:44:00 GMT,3.050394
Sun 30 Apr 2020 19:48:00 GMT,3.696151
Sun 30 Apr 2020 19:52:00 GMT,3.80663
Sun 30 Apr 2020 19:56:00 GMT,3.212077
Sun 30 Apr 2020 20:00:00 GMT,3.347547
Sun 30 Apr 2020 20:04:00 GMT,3.315969
Sun 30 Apr 2020 20:08:00 GMT,3.312882
Sun 30 Apr 2020 20:12:00 GMT,2.893055
Sun 30 Apr 2020 20:16:00 GMT,3.712274
Sun 30 Apr 2020 20:20:00 GMT,3.787042
Sun 30 Apr 2020 20:24:00 GMT,3.003306
Sun 30 Apr 2020 20:28:00 GMT,3.64291
Sun 30 Apr 2020 20:32:00 GMT,3.696504
Sun 30 Apr 2020 20:36:00 GMT,3.04975
Sun 30 Apr 2020 20:40:00 GMT,3.677848
Sun 30 Apr 2020 20:44:00 GMT,3.041589
Sun 30 Apr 2020 20:48:00 GMT,3.242107
Sun 30 Apr 2020 20:52:00 GMT,3.250951
Sun 30 Apr 2020 20:56:00 GMT,3.018965
Sun 30 Apr 2020 21:00:00 GMT,2.871021
Sun 30 Apr 2020 21:04:00 GMT,3.578872
Sun 30 Apr 2020 21:08:00 GMT,3.716747
Sun 30 Apr 2020 21:12:00 GMT,3.058021
Sun 30 Apr 2020 21:16:00 GMT,3.008316
Sun 30 Apr 2020 21:20:00 GMT,3.058732
Sun 30 Apr 2020 21:24:00 GMT,2.946921
Sun 30 Apr 2020 21:28:00 GMT,2.956374
Sun 30 Apr 2020 21:32:00 GMT,2.970718
Sun 30 Apr 2020 21:36:00 GMT,3.148278
Sun 30 Apr 2020 21:40:00 GMT,3.11486
Sun 30 Apr 2020 21:44:00 GMT,3.197277
Sun 30 Apr 2020 21:48:00 GMT,3.170335
Sun 30 Apr 2020 21:52:00 GMT,3.124485
Sun 30 Apr 2020 21:56:00 GMT,3.103188
Sun 30 Apr 2020 22:00:00 GMT,3.13426
Sun 30 Apr 2020 22:04:00 GMT,3.153142
Sun 30 Apr 2020 22:08:00 GMT,3.164967
Sun 30 Apr 2020 22:12:00 GMT,3.117426
Sun 30 Apr 2020 22:16:00 GMT,2.977162
Sun 30 Apr 2020 22:20:00 GMT,2.93851
Sun 30 Apr 2020 22:24:00 GMT,3.088577
Sun 30 Apr 2020 22:28:00 GMT,3.064908
Sun 30 Apr 2020 22:32:00 GMT,3.137546
Sun 30 Apr 2020 22:36:00 GMT,3.197932
Sun 30 Apr 2020 22:40:00 GMT,3.123716
Sun 30 Apr 2020 22:44:00 GMT,3.07489
Sun 30 Apr 2020 22:48:00 GMT,3.123811
Sun 30 Apr 2020 22:52:00 GMT,3.095784
Sun 30 Apr 2020 22:56:00 GMT,3.133597
Sun 30 Apr 2020 23:00:00 GMT,3.192556
Sun 30 Apr 2020 23:04:00 GMT,3.259471
Sun 30 Apr 2020 23:08:00 GMT,3.277153
Sun 30 Apr 2020 23:12:00 GMT,3.123307
Sun 30 Apr 2020 23:16:00 GMT,3.212578
Sun 30 Apr 2020 23:20:00 GMT,3.303263
Sun 30 Apr 2020 23:24:00 GMT,2.910543
Sun 30 Apr 2020 23:28:00 GMT,3.120983
Sun 30 Apr 2020 23:32:00 GMT,2.885186
Sun 30 Apr 2020 23:36:00 GMT,2.737236
Sun 30 Apr 2020 23:40:00 GMT,2.712512
Sun 30 Apr 2020 23:44:00 GMT,2.678572
Sun 30 Apr 2020 23:48:00 GMT,2.593712
Sun 30 Apr 2020 23:52:00 GMT,2.587168
Sun 30 Apr 2020 23:56:00 GMT,2.663807
Mon 01 May 2020 00:00:00 GMT,3.160299
Mon 01 May 2020 00:04:00 GMT,3.302192
Mon 01 May 2020 00:08:00 GMT,3.354145
Mon 01 May 2020 00:12:00 GMT,3.381014
Mon 01 May 2020 00:16:00 GMT,2.921542
Mon 01 May 2020 00:20:00 GMT,2.910019
Mon 01 May 2020 00:24:00 GMT,2.844216
Mon 01 May 2020 00:28:00 GMT,2.79467
Mon 01 May 2020 00:32:00 GMT,2.937521
Mon 01 May 2020 00:36:00 GMT,3.236476
Mon 01 May 2020 00:40:00 GMT,3.14191
Mon 01 May 2020 00:44:00 GMT,3.219309
Mon 01 May 2020 00:48:00 GMT,2.906168
Mon 01 May 2020 00:52:00 GMT,2.836773
Mon 01 May 2020 00:56:00 GMT,2.777977
Mon 01 May 2020 01:00:00 GMT,2.758241
Mon 01 May 2020 01:04:00 GMT,2.750714
Mon 01 May 2020 01:08:00 GMT,2.876777
